shot_id,shot_made_flag
1,0.3711166182257868
8,0.3685688281246725
17,0.6547100485710504
20,0.6766912219928001
33,0.36598874512462576
34,0.36598874512462576
35,0.5102995844702997
36,0.5102995844702997
37,0.6259093606776716
38,0.3584607963923445
45,0.5172480781534872
50,0.35232067748136114
55,0.3602344205658915
60,0.33431169478727263
66,0.35232067748136114
67,0.36598874512462576
71,0.36598874512462576
80,0.35232067748136114
85,0.36598874512462576
86,0.5390163781536155
95,0.5130994828778491
104,0.3584607963923445
113,0.35232067748136114
123,0.3584607963923445
126,0.6735216766688837
133,0.6259093606776716
141,0.35232067748136114
144,0.350709597697522
150,0.6037765819349323
152,0.3664709609688819
153,0.6037765819349323
156,0.42877334213903256
159,0.8229188928574148
165,0.8470774713118336
172,0.3615727994292278
182,0.8364791391318622
192,0.37399890970116306
193,0.6119647352450369
196,0.37399890970116306
202,0.3664709609688819
210,0.34965904164103917
211,0.36033084205789856
228,0.9255044511229169
257,0.36598874512462576
260,0.36598874512462576
264,0.3584607963923445
267,0.5130994828778491
279,0.8248803930503575
282,0.3584607963923445
293,0.35232067748136114
299,0.7181929741651868
300,0.5089146991569955
301,0.7181929741651868
317,0.31790985900894425
327,0.34155719514724386
328,0.3584607963923445
335,0.47921492838564356
346,0.6988075672447926
348,0.3584607963923445
365,0.36598874512462576
390,0.6530446932078193
391,0.6530446932078193
392,0.7162585476369496
397,0.34269943312098466
418,0.35232067748136114
428,0.35860729802959934
434,0.5057180357828227
439,0.48616342206883106
440,0.3467981812737591
456,0.36598874512462576
459,0.36598874512462576
472,0.3584607963923445
480,0.35232067748136114
491,0.34155719514724386
497,0.3584607963923445
509,0.3306453429969463
511,0.3306453429969463
523,0.3464067062683062
533,0.3711166182257868
544,0.4642807056693197
546,0.3569062130060871
555,0.6518551906180414
558,0.34269943312098466
560,0.36598874512462576
573,0.3584607963923445
591,0.3583332572321679
596,0.3686724187580622
597,0.3686724187580622
601,0.5142567719599437
605,0.37263183101190955
617,0.36873077052884773
628,0.3661437663731584
634,0.36598874512462576
646,0.3584607963923445
649,0.35232067748136114
651,0.6974891376522638
654,0.8545320478054315
656,0.48113291780363293
657,0.36598874512462576
669,0.3584607963923445
670,0.823116575086094
693,0.5435208535041792
694,0.3624287092136892
699,0.36598874512462576
711,0.3584607963923445
718,0.36598874512462576
722,0.3584607963923445
723,0.33431169478727263
725,0.5101103524430666
734,0.36598874512462576
735,0.47921492838564356
737,0.7071202641627005
746,0.3584607963923445
747,0.5130994828778491
766,0.33431169478727263
767,0.3584607963923445
771,0.3584607963923445
773,0.3584607963923445
774,0.3584607963923445
783,0.3661024736938874
784,0.3491988724487867
789,0.3661024736938874
792,0.35443985857530197
804,0.34024852670226596
809,0.3584607963923445
812,0.3584607963923445
813,0.3409013639524905
817,0.3584607963923445
820,0.3584607963923445
825,0.35232067748136114
826,0.35232067748136114
829,0.34269943312098466
855,0.34269943312098466
859,0.6991544930154949
862,0.34155719514724386
870,0.3467981812737591
876,0.37263183101190955
880,0.37263183101190955
886,0.8786727555474168
889,0.7001894534636709
891,0.48616342206883106
897,0.8783183027339476
902,0.34269943312098466
903,0.36598874512462576
908,0.34269943312098466
909,0.3584607963923445
920,0.3326068494007231
922,0.36598874512462576
924,0.5390163781536155
932,0.34155719514724386
934,0.3467981812737591
937,0.3326068494007231
941,0.36598874512462576
943,0.36598874512462576
950,0.3584607963923445
952,0.3584607963923445
954,0.8119884069876397
963,0.35232067748136114
975,0.38269490818752416
979,0.3661024736938874
981,0.3661024736938874
983,0.3491988724487867
985,0.43807901620232415
989,0.4567999972161313
995,0.36598874512462576
998,0.47921492838564356
1008,0.35232067748136114
1019,0.6260935323112509
1023,0.3584607963923445
1026,0.3584607963923445
1029,0.5130994828778491
1034,0.6988075672447926
1036,0.5748190717718512
1038,0.35232067748136114
1039,0.5748190717718512
1051,0.42877334213903256
1052,0.3649886670724176
1066,0.3588485481614343
1087,0.35232067748136114
1092,0.35232067748136114
1094,0.7245712445548573
1098,0.3584607963923445
1099,0.34155719514724386
1102,0.3467981812737591
1118,0.36598874512462576
1131,0.36598874512462576
1133,0.6547100485710504
1135,0.8248803930503575
1138,0.5263338532751869
1139,0.8351567555333592
1142,0.3467981812737591
1151,0.47921492838564356
1152,0.35262030435211866
1155,0.6815899102823728
1165,0.35262030435211866
1167,0.9450501364021047
1172,0.47631297451120974
1174,0.709655253992372
1180,0.4697198743253721
1200,0.3664709609688819
1202,0.3664709609688819
1227,0.5318494828778492
1228,0.6259093606776716
1229,0.3584607963923445
1237,0.47921492838564356
1241,0.35860729802959934
1256,0.35860729802959934
1279,0.3583332572321679
1293,0.4550278909333
1295,0.3686724187580622
1319,0.6766912219928001
1320,0.3584607963923445
1321,0.6988075672447926
1322,0.5130994828778491
1334,0.34155719514724386
1351,0.5401549921403842
1373,0.3165899433626483
1375,0.3165899433626483
1380,0.4407309639291993
1382,0.7071202641627005
1385,0.42877334213903256
1399,0.36598874512462576
1403,0.7248803930503576
1428,0.3464067062683062
1434,0.3205527592766848
1444,0.8341897023596669
1448,0.3467981812737591
1466,0.6988075672447926
1476,0.35232067748136114
1478,0.3685688281246725
1485,0.3685688281246725
1491,0.6755017194030222
1494,0.5435208535041792
1500,0.47921492838564356
1501,0.5416269144779065
1503,0.3664709609688819
1519,0.5936031590024446
1524,0.3685688281246725
1529,0.6711421832495967
1533,0.6220841342766332
1538,0.8812036936711692
1539,0.36598874512462576
1546,0.46159773561383666
1555,0.35232067748136114
1559,0.36598874512462576
1563,0.5008416083651832
1565,0.6748730039342801
1574,0.36598874512462576
1591,0.35232067748136114
1594,0.36598874512462576
1605,0.3584607963923445
1611,0.3584607963923445
1614,0.35232067748136114
1620,0.36598874512462576
1626,0.3584607963923445
1630,0.3584607963923445
1632,0.3467981812737591
1634,0.3584607963923445
1643,0.35232067748136114
1651,0.3584607963923445
1655,0.3584607963923445
1658,0.35232067748136114
1659,0.35232067748136114
1665,0.3615727994292278
1675,0.3588485481614343
1680,0.8314524713118336
1690,0.3584607963923445
1696,0.37399890970116306
1714,0.35860729802959934
1721,0.3449392303863347
1726,0.37399890970116306
1728,0.37399890970116306
1734,0.3664709609688819
1735,0.3664709609688819
1740,0.36033084205789856
1744,0.7071202641627005
1747,0.3597945487588875
1752,0.35226660002660637
1763,0.6011753096558856
1765,0.6011753096558856
1769,0.3584607963923445
1785,0.5136912336449451
1787,0.36598874512462576
1788,0.422382049339327
1793,0.3584607963923445
1800,0.36598874512462576
1825,0.3615727994292278
1826,0.65980844152395
1834,0.34808506582731696
1843,0.3391347200807962
1844,0.3391347200807962
1848,0.36598874512462576
1849,0.46159773561383666
1860,0.46159773561383666
1863,0.46159773561383666
1875,0.5360272477188329
1883,0.35232067748136114
1890,0.34269943312098466
1892,0.3510793492973181
1893,0.3510793492973181
1897,0.3510793492973181
1905,0.3584607963923445
1908,0.48777433836917866
1931,0.3584607963923445
1940,0.7922159071275757
1943,0.3584607963923445
1947,0.3326068494007231
1965,0.6287028050663157
1967,0.35860729802959934
1968,0.35860729802959934
1972,0.6980437356415972
1982,0.3510793492973181
1985,0.3449392303863347
2005,0.616131008476773
2010,0.666131008476773
2021,0.36598874512462576
2024,0.6157232624756803
2036,0.37399890970116306
2043,0.516301769969236
2047,0.502960022251875
2049,0.36033084205789856
2055,0.36033084205789856
2065,0.3584607963923445
2066,0.3584607963923445
2070,0.3584607963923445
2077,0.8214458499136061
2085,0.666131008476773
2095,0.5024204616485909
2097,0.6359968989841854
2108,0.5129440918688487
2112,0.6616883032352725
2113,0.6616883032352725
2122,0.35262030435211866
2139,0.36598874512462576
2144,0.48777433836917866
2146,0.3584607963923445
2148,0.34155719514724386
2149,0.5543594773263247
2157,0.3326068494007231
2159,0.3666859779817241
2168,0.34011041020182387
2176,0.4605723925641453
2178,0.5947926615922224
2181,0.34011041020182387
2187,0.6917556808293671
2188,0.36598874512462576
2190,0.36598874512462576
2194,0.4548540160300436
2197,0.3584607963923445
2214,0.3467981812737591
2217,0.3467981812737591
2222,0.37263183101190955
2223,0.37263183101190955
2226,0.36873077052884773
2230,0.6231094773263247
2240,0.4109925395337308
2247,0.3326068494007231
2250,0.36598874512462576
2259,0.48777433836917866
2262,0.3584607963923445
2266,0.3467981812737591
2305,0.3584607963923445
2310,0.35232067748136114
2313,0.46159773561383666
2319,0.6988075672447926
2320,0.5008416083651832
2345,0.35232067748136114
2350,0.5947926615922224
2356,0.36598874512462576
2360,0.5008416083651832
2370,0.33603977505103283
2386,0.35232067748136114
2398,0.34155719514724386
2414,0.6017439253949177
2435,0.6866883032352725
2439,0.344693970004567
2446,0.7128343134220297
2458,0.3458285177139701
2465,0.3333034265087157
2466,0.3333034265087157
2470,0.33448265727035975
2495,0.6748730039342801
2501,0.3584607963923445
2507,0.35232067748136114
2533,0.3427148811330511
2537,0.3625717322802386
2538,0.3625717322802386
2541,0.35504378354795735
2542,0.6521994898160585
2544,0.6627274367767966
2554,0.34890366463697403
2555,0.34890366463697403
2565,0.4135795436894202
2575,0.71352311905557
2586,0.46159773561383666
2588,0.36598874512462576
2594,0.5947926615922224
2617,0.4605723925641453
2618,0.35232067748136114
2623,0.8891796696471452
2631,0.4694939859013913
2640,0.346126481115623
2642,0.6011753096558856
2647,0.36598874512462576
2663,0.3584607963923445
2664,0.3584607963923445
2676,0.35262030435211866
2680,0.9410501364021048
2681,0.35262030435211866
2691,0.36598874512462576
2693,0.36598874512462576
2695,0.46159773561383666
2704,0.35232067748136114
2708,0.34269943312098466
2709,0.9211941219541601
2717,0.6859544517107072
2722,0.36598874512462576
2728,0.36598874512462576
2732,0.65980844152395
2743,0.5248789856138367
2752,0.36598874512462576
2757,0.65980844152395
2761,0.46159773561383666
2769,0.3584607963923445
2771,0.46159773561383666
2774,0.35232067748136114
2776,0.35232067748136114
2781,0.3584607963923445
2793,0.36598874512462576
2799,0.33684230703217055
2803,0.3584607963923445
2811,0.36598874512462576
2818,0.3584607963923445
2824,0.46159773561383666
2828,0.65980844152395
2829,0.36598874512462576
2830,0.36598874512462576
2842,0.6748730039342801
2847,0.6231094773263247
2848,0.3615727994292278
2868,0.4424171304097464
2870,0.3258246959161095
2885,0.3584607963923445
2886,0.3584607963923445
2889,0.48777433836917866
2903,0.3685688281246725
2904,0.6586189389341721
2918,0.6626044630767818
2919,0.3624287092136892
2922,0.36598874512462576
2923,0.36598874512462576
2931,0.3584607963923445
2945,0.3458285177139701
2955,0.3265726572779465
2957,0.5542641674820664
2960,0.6466883032352724
2963,0.3584607963923445
2966,0.8175096967098299
2972,0.6435312749096769
2974,0.3584607963923445
2982,0.35232067748136114
2984,0.6902698470719778
3016,0.46159773561383666
3021,0.36873077052884773
3023,0.8056719401212552
3025,0.36598874512462576
3029,0.36598874512462576
3034,0.6017439253949177
3038,0.35232067748136114
3040,0.36598874512462576
3051,0.6988075672447926
3062,0.3711166182257868
3069,0.3624287092136892
3071,0.3624287092136892
3076,0.8248803930503575
3079,0.3584607963923445
3081,0.3584607963923445
3082,0.3584607963923445
3084,0.6980767294551314
3098,0.34808506582731696
3104,0.35332605195383227
3105,0.3649886670724176
3114,0.6734301113900532
3118,0.35967028923453237
3122,0.35967028923453237
3132,0.353530170323549
3138,0.3723261110679746
3141,0.5118997532883673
3156,0.6259093606776716
3162,0.6635442657036902
3167,0.33017287748329194
3170,0.353530170323549
3171,0.353530170323549
3172,0.353530170323549
3176,0.8803054086086413
3180,0.3697783209668603
3189,0.3697783209668603
3198,0.3670341887582974
3206,0.3637812251224264
3215,0.47921492838564356
3222,0.6259093606776716
3228,0.3562532763901452
3229,0.3562532763901452
3232,0.3562532763901452
3233,0.3501131574791619
3238,0.3501131574791619
